URL,Performance,First Contentful Paint,Speed Index,Largest Contentful Paint,Time to Interactive,Total Blocking Time,Cumulative Layout Shift
https://www.wko.at/,0.61,3151.2675,4747.93680942498,8771.621,8489.267499999998,270,0.02299682456573749
https://www.fullstackoptimization.com/,1,1053.545,1213.237458000228,1371.545,1053.545,0,0
https://www.fullstackoptimization.com/a/understanding-seo ,1,1291.089,1532.722897999453,1494.315,1291.089,0,0
